code,description,last_updated
H351,Retinopathy of prematurity,2025-09-12
H352,Other proliferative retinopathy,2025-09-12
H353,Degeneration of macula and posterior pole,2025-09-12
H354,Peripheral retinal degeneration,2025-09-12
H355,Hereditary retinal dystrophy,2025-09-12
H356,Retinal haemorrhage,2025-09-12
H357,Separation of retinal layers,2025-09-12
H358,Other specified retinal disorders,2025-09-12
H359,"Retinal disorder, unspecified",2025-09-12
H36,,2025-09-12
H360,Diabetic retinopathy,2025-09-12
H368,Other retinal disorders in diseases classified elsewhere,2025-09-12
H40,,2025-09-12
H400,Glaucoma suspect,2025-09-12
H401,Primary open-angle glaucoma,2025-09-12
H402,Primary angle-closure glaucoma,2025-09-12
H403,Glaucoma secondary to eye trauma,2025-09-12
H404,Glaucoma secondary to eye inflammation,2025-09-12
H405,Glaucoma secondary to other eye disorders,2025-09-12
H406,Glaucoma secondary to drugs,2025-09-12
H408,Other glaucoma,2025-09-12
H409,"Glaucoma, unspecified",2025-09-12
H42,,2025-09-12
H420,"Glaucoma in endocrine, nutritional and metabolic diseases",2025-09-12
H428,Glaucoma in other diseases classified elsewhere,2025-09-12
H43,,2025-09-12
H430,Vitreous prolapse,2025-09-12
H431,Vitreous haemorrhage,2025-09-12
H432,Crystalline deposits in vitreous body,2025-09-12
H433,Other vitreous opacities,2025-09-12
H438,Other disorders of vitreous body,2025-09-12
H439,"Disorder of vitreous body, unspecified",2025-09-12
H44,,2025-09-12
H440,Purulent endophthalmitis,2025-09-12
H441,Other endophthalmitis,2025-09-12
H442,Degenerative myopia,2025-09-12
H443,Other degenerative disorders of globe,2025-09-12
H444,Hypotony of eye,2025-09-12
H445,Degenerated conditions of globe,2025-09-12
H446,"Retained (old) intraocular foreign body, magnetic",2025-09-12
H447,"Retained (old) intraocular foreign body, nonmagnetic",2025-09-12
H448,Other disorders of globe,2025-09-12
H449,"Disorder of globe, unspecified",2025-09-12
H45,,2025-09-12
H450,Vitreous haemorrhage in diseases classified elsewhere,2025-09-12
H451,Endophthalmitis in diseases classified elsewhere,2025-09-12
H458,Other disorders of vitreous body and globe in diseases classified elsewhere,2025-09-12
H46,,2025-09-12
H47,,2025-09-12
H470,"Disorders of optic nerve, not elsewhere classified",2025-09-12
H471,"Papilloedema, unspecified",2025-09-12
H472,Optic atrophy,2025-09-12
H473,Other disorders of optic disc,2025-09-12
H474,Disorders of optic chiasm,2025-09-12
H475,Disorders of other visual pathways,2025-09-12
H476,Disorders of visual cortex,2025-09-12
H477,"Disorder of visual pathways, unspecified",2025-09-12
H48,,2025-09-12
H480,Optic atrophy in diseases classified elsewhere,2025-09-12
H481,Retrobulbar neuritis in diseases classified elsewhere,2025-09-12
H488,Other disorders of optic nerve and visual pathways in diseases classified elsewhere,2025-09-12
H49,,2025-09-12
H490,Third [oculomotor] nerve palsy,2025-09-12
H491,Fourth [trochlear] nerve palsy,2025-09-12
H492,Sixth [abducent] nerve palsy,2025-09-12
H493,Total (external) ophthalmoplegia,2025-09-12
H494,Progressive external ophthalmoplegia,2025-09-12
H498,Other paralytic strabismus,2025-09-12
H499,"Paralytic strabismus, unspecified",2025-09-12
H50,,2025-09-12
H500,Convergent concomitant strabismus,2025-09-12
H501,Divergent concomitant strabismus,2025-09-12
H502,Vertical strabismus,2025-09-12
H503,Intermittent heterotropia,2025-09-12
H504,Other and unspecified heterotropia,2025-09-12
H505,Heterophoria,2025-09-12
H506,Mechanical strabismus,2025-09-12
H508,Other specified strabismus,2025-09-12
H509,"Strabismus, unspecified",2025-09-12
H51,,2025-09-12
H510,Palsy of conjugate gaze,2025-09-12
H511,Convergence insufficiency and excess,2025-09-12
H512,Internuclear ophthalmoplegia,2025-09-12
H518,Other specified disorders of binocular movement,2025-09-12
H519,"Disorder of binocular movement, unspecified",2025-09-12
H52,,2025-09-12
H520,Hypermetropia,2025-09-12
H521,Myopia,2025-09-12
H522,Astigmatism,2025-09-12
H523,Anisometropia and aniseikonia,2025-09-12
H524,Presbyopia,2025-09-12
H525,Disorders of accommodation,2025-09-12
H526,Other disorders of refraction,2025-09-12
H527,"Disorder of refraction, unspecified",2025-09-12
H53,,2025-09-12
H530,Amblyopia ex anopsia,2025-09-12
H531,Subjective visual disturbances,2025-09-12
H532,Diplopia,2025-09-12
H533,Other disorders of binocular vision,2025-09-12
H534,Visual field defects,2025-09-12
H535,Colour vision deficiencies,2025-09-12
H536,Night blindness,2025-09-12
H538,Other visual disturbances,2025-09-12
H539,"Visual disturbance, unspecified",2025-09-12
H54,,2025-09-12
H540,"Blindness, binocular",2025-09-12
H541,"Severe visual impairment, binocular",2025-09-12
H542,"Moderate visual impairment, binocular",2025-09-12
H543,"Mild or no visual impairment, binocular",2025-09-12
H544,"Blindness, monocular",2025-09-12
H545,"Severe visual impairment, monocular",2025-09-12
H546,"Moderate visual impairment, monocular",2025-09-12
H549,Unspecified visual impairment (binocular),2025-09-12
H55,,2025-09-12
H57,,2025-09-12
H570,Anomalies of pupillary function,2025-09-12
H571,Ocular pain,2025-09-12
H578,Other specified disorders of eye and adnexa,2025-09-12
H579,"Disorder of eye and adnexa, unspecified",2025-09-12
H58,,2025-09-12
H580,Anomalies of pupillary function in diseases classified elsewhere,2025-09-12
H581,Visual disturbances in diseases classified elsewhere,2025-09-12
H588,Other specified disorders of eye and adnexa in diseases classified elsewhere,2025-09-12
H59,,2025-09-12
H590,Keratopathy (bullous aphakic) following cataract surgery,2025-09-12
H598,Other postprocedural disorders of eye and adnexa,2025-09-12
H599,"Postprocedural disorder of eye and adnexa, unspecified",2025-09-12
H60,,2025-09-12
H600,Abscess of external ear,2025-09-12
H601,Cellulitis of external ear,2025-09-12
H602,Malignant otitis externa,2025-09-12
H603,Other infective otitis externa,2025-09-12
H604,Cholesteatoma of external ear,2025-09-12
H605,"Acute otitis externa, noninfective",2025-09-12
H608,Other otitis externa,2025-09-12
H609,"Otitis externa, unspecified",2025-09-12
H61,,2025-09-12
H610,Perichondritis of external ear,2025-09-12
H611,Noninfective disorders of pinna,2025-09-12
H612,Impacted cerumen,2025-09-12
H613,Acquired stenosis of external ear canal,2025-09-12
H618,Other specified disorders of external ear,2025-09-12
H619,"Disorder of external ear, unspecified",2025-09-12
H62,,2025-09-12
H620,Otitis externa in bacterial diseases classified elsewhere,2025-09-12
H621,Otitis externa in viral diseases classified elsewhere,2025-09-12
H622,Otitis externa in mycoses,2025-09-12
H623,Otitis externa in other infectious and parasitic diseases classified elsewhere,2025-09-12
H624,Otitis externa in other diseases classified elsewhere,2025-09-12
H628,Other disorders of external ear in diseases classified elsewhere,2025-09-12
H65,,2025-09-12
H650,Acute serous otitis media,2025-09-12
H651,Other acute nonsuppurative otitis media,2025-09-12
H652,Chronic serous otitis media,2025-09-12
H653,Chronic mucoid otitis media,2025-09-12
H654,Other chronic nonsuppurative otitis media,2025-09-12
H659,"Nonsuppurative otitis media, unspecified",2025-09-12
H66,,2025-09-12
H660,Acute suppurative otitis media,2025-09-12
H661,Chronic tubotympanic suppurative otitis media,2025-09-12
H662,Chronic atticoantral suppurative otitis media,2025-09-12
H663,Other chronic suppurative otitis media,2025-09-12
H664,"Suppurative otitis media, unspecified",2025-09-12
H669,"Otitis media, unspecified",2025-09-12
H67,,2025-09-12
H670,Otitis media in bacterial diseases classified elsewhere,2025-09-12
H671,Otitis media in viral diseases classified elsewhere,2025-09-12
H678,Otitis media in other diseases classified elsewhere,2025-09-12
H68,,2025-09-12
H680,Eustachian salpingitis,2025-09-12
H681,Obstruction of Eustachian tube,2025-09-12
H69,,2025-09-12
H690,Patulous Eustachian tube,2025-09-12
H698,Other specified disorders of Eustachian tube,2025-09-12
H699,"Eustachian tube disorder, unspecified",2025-09-12
H70,,2025-09-12
H700,Acute mastoiditis,2025-09-12
H701,Chronic mastoiditis,2025-09-12
H702,Petrositis,2025-09-12
H708,Other mastoiditis and related conditions,2025-09-12
H709,"Mastoiditis, unspecified",2025-09-12
H71,,2025-09-12
H72,,2025-09-12
H720,Central perforation of tympanic membrane,2025-09-12
H721,Attic perforation of tympanic membrane,2025-09-12
H722,Other marginal perforations of tympanic membrane,2025-09-12
H728,Other perforations of tympanic membrane,2025-09-12
H729,"Perforation of tympanic membrane, unspecified",2025-09-12
H73,,2025-09-12
H730,Acute myringitis,2025-09-12
H731,Chronic myringitis,2025-09-12
H738,Other specified disorders of tympanic membrane,2025-09-12
H739,"Disorder of tympanic membrane, unspecified",2025-09-12
H74,,2025-09-12
H740,Tympanosclerosis,2025-09-12
H741,Adhesive middle ear disease,2025-09-12
H742,Discontinuity and dislocation of ear ossicles,2025-09-12
H743,Other acquired abnormalities of ear ossicles,2025-09-12
H744,Polyp of middle ear,2025-09-12
H748,Other specified disorders of middle ear and mastoid,2025-09-12
H749,"Disorder of middle ear and mastoid, unspecified",2025-09-12
H75,,2025-09-12
H750,Mastoiditis in infectious and parasitic diseases classified elsewhere,2025-09-12
H758,Other specified disorders of middle ear and mastoid in diseases classified elsewhere,2025-09-12
H80,,2025-09-12
H800,"Otosclerosis involving oval window, nonobliterative",2025-09-12
H801,"Otosclerosis involving oval window, obliterative",2025-09-12
H802,Cochlear otosclerosis,2025-09-12
H808,Other otosclerosis,2025-09-12
H809,"Otosclerosis, unspecified",2025-09-12
H81,,2025-09-12
H810,Ménière disease,2025-09-12
H811,Benign paroxysmal vertigo,2025-09-12
H812,Vestibular neuronitis,2025-09-12
H813,Other peripheral vertigo,2025-09-12
H814,Vertigo of central origin,2025-09-12
H818,Other disorders of vestibular function,2025-09-12
H819,"Disorder of vestibular function, unspecified",2025-09-12
H82,,2025-09-12
H83,,2025-09-12
H830,Labyrinthitis,2025-09-12
H831,Labyrinthine fistula,2025-09-12
H832,Labyrinthine dysfunction,2025-09-12
H833,Noise effects on inner ear,2025-09-12
H838,Other specified diseases of inner ear,2025-09-12
H839,"Disease of inner ear, unspecified",2025-09-12
H90,,2025-09-12
H900,"Conductive hearing loss, bilateral",2025-09-12
H901,"Conductive hearing loss, unilateral with unrestricted hearing on the contralateral side",2025-09-12
H902,"Conductive hearing loss, unspecified",2025-09-12
H903,"Sensorineural hearing loss, bilateral",2025-09-12
H904,"Sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",2025-09-12
H905,"Sensorineural hearing loss, unspecified",2025-09-12
H906,"Mixed conductive and sensorineural hearing loss, bilateral",2025-09-12
H907,"Mixed conductive and sensorineural hearing loss, unilateral with unrestricted hearing on the contralateral side",2025-09-12
H908,"Mixed conductive and sensorineural hearing loss, unspecified",2025-09-12
H91,,2025-09-12
H910,Ototoxic hearing loss,2025-09-12
H911,Presbycusis,2025-09-12
H912,Sudden idiopathic hearing loss,2025-09-12
H913,"Deaf mutism, not elsewhere classified",2025-09-12
H918,Other specified hearing loss,2025-09-12
H919,"Hearing loss, unspecified",2025-09-12
H92,,2025-09-12
H920,Otalgia,2025-09-12
H921,Otorrhoea,2025-09-12
H922,Otorrhagia,2025-09-12
H93,,2025-09-12
H930,Degenerative and vascular disorders of ear,2025-09-12
H931,Tinnitus,2025-09-12
H932,Other abnormal auditory perceptions,2025-09-12
H933,Disorders of acoustic nerve,2025-09-12
H938,Other specified disorders of ear,2025-09-12
H939,"Disorder of ear, unspecified",2025-09-12
H94,,2025-09-12
H940,Acoustic neuritis in infectious and parasitic diseases classified elsewhere,2025-09-12
H948,Other specified disorders of ear in diseases classified elsewhere,2025-09-12
H95,,2025-09-12
H950,Recurrent cholesteatoma of postmastoidectomy cavity,2025-09-12
H951,Other disorders following mastoidectomy,2025-09-12
H958,Other postprocedural disorders of ear and mastoid process,2025-09-12
H959,"Postprocedural disorder of ear and mastoid process, unspecified",2025-09-12
I00,,2025-09-12
I01,,2025-09-12
I010,Acute rheumatic pericarditis,2025-09-12
I011,Acute rheumatic endocarditis,2025-09-12
I012,Acute rheumatic myocarditis,2025-09-12
I018,Other acute rheumatic heart disease,2025-09-12
I019,"Acute rheumatic heart disease, unspecified",2025-09-12
I02,,2025-09-12
I020,Rheumatic chorea with heart involvement,2025-09-12
I029,Rheumatic chorea without heart involvement,2025-09-12
I05,,2025-09-12
I050,Mitral stenosis,2025-09-12
I051,Rheumatic mitral insufficiency,2025-09-12
I052,Mitral stenosis with insufficiency,2025-09-12
I058,Other mitral valve diseases,2025-09-12
I059,"Mitral valve disease, unspecified",2025-09-12
I06,,2025-09-12
I060,Rheumatic aortic stenosis,2025-09-12
I061,Rheumatic aortic insufficiency,2025-09-12
I062,Rheumatic aortic stenosis with insufficiency,2025-09-12
I068,Other rheumatic aortic valve diseases,2025-09-12
I069,"Rheumatic aortic valve disease, unspecified",2025-09-12
I07,,2025-09-12
I070,Tricuspid stenosis,2025-09-12
I071,Tricuspid insufficiency,2025-09-12
I072,Tricuspid stenosis with insufficiency,2025-09-12
I078,Other tricuspid valve diseases,2025-09-12
I079,"Tricuspid valve disease, unspecified",2025-09-12
I08,,2025-09-12
I080,Disorders of both mitral and aortic valves,2025-09-12
I081,Disorders of both mitral and tricuspid valves,2025-09-12
I082,Disorders of both aortic and tricuspid valves,2025-09-12
I083,"Combined disorders of mitral, aortic and tricuspid valves",2025-09-12
I088,Other multiple valve diseases,2025-09-12
I089,"Multiple valve disease, unspecified",2025-09-12
I09,,2025-09-12
I090,Rheumatic myocarditis,2025-09-12
I091,"Rheumatic diseases of endocardium, valve unspecified",2025-09-12
I092,Chronic rheumatic pericarditis,2025-09-12
I098,Other specified rheumatic heart diseases,2025-09-12
I099,"Rheumatic heart disease, unspecified",2025-09-12
I10,,2025-09-12
I11,,2025-09-12
I110,Hypertensive heart disease with (congestive) heart failure,2025-09-12
I119,Hypertensive heart disease without (congestive) heart failure,2025-09-12
I12,,2025-09-12
I120,Hypertensive renal disease with renal failure,2025-09-12
I129,Hypertensive renal disease without renal failure,2025-09-12
I13,,2025-09-12
I130,Hypertensive heart and renal disease with (congestive) heart failure,2025-09-12
I131,Hypertensive heart and renal disease with renal failure,2025-09-12
I132,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,2025-09-12
I139,"Hypertensive heart and renal disease, unspecified",2025-09-12
I15,,2025-09-12
I150,Renovascular hypertension,2025-09-12
I151,Hypertension secondary to other renal disorders,2025-09-12
I152,Hypertension secondary to endocrine disorders,2025-09-12
I158,Other secondary hypertension,2025-09-12
I159,"Secondary hypertension, unspecified",2025-09-12
I20,,2025-09-12
I200,Unstable angina,2025-09-12
I201,Angina pectoris with documented spasm,2025-09-12
I208,Other forms of angina pectoris,2025-09-12
I209,"Angina pectoris, unspecified",2025-09-12
I21,,2025-09-12
I210,Acute transmural myocardial infarction of anterior wall,2025-09-12
I211,Acute transmural myocardial infarction of inferior wall,2025-09-12
I212,Acute transmural myocardial infarction of other sites,2025-09-12
I213,Acute transmural myocardial infarction of unspecified site,2025-09-12
I214,Acute subendocardial myocardial infarction,2025-09-12
I219,"Acute myocardial infarction, unspecified",2025-09-12
I22,,2025-09-12
I220,Subsequent myocardial infarction of anterior wall,2025-09-12
I221,Subsequent myocardial infarction of inferior wall,2025-09-12
I228,Subsequent myocardial infarction of other sites,2025-09-12
I229,Subsequent myocardial infarction of unspecified site,2025-09-12
I23,,2025-09-12
I230,Haemopericardium as current complication following acute myocardial infarction,2025-09-12
I231,Atrial septal defect as current complication following acute myocardial infarction,2025-09-12
I232,Ventricular septal defect as current complication following acute myocardial infarction,2025-09-12
I233,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,2025-09-12
I234,Rupture of chordae tendineae as current complication following acute myocardial infarction,2025-09-12
I235,Rupture of papillary muscle as current complication following acute myocardial infarction,2025-09-12
I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",2025-09-12
